"text,label"
"Alabama,LOCATION_STATE"
"Alaska,LOCATION_STATE"
"Arizona,LOCATION_STATE"
"Arkansas,LOCATION_STATE"
"California,LOCATION_STATE"
"Colorado,LOCATION_STATE"
"Connecticut,LOCATION_STATE"
"Delaware,LOCATION_STATE"
"Florida,LOCATION_STATE"
"Georgia,LOCATION_STATE"
"Hawaii,LOCATION_STATE"
"Idaho,LOCATION_STATE"
"Illinois,LOCATION_STATE"
"Indiana,LOCATION_STATE"
"Iowa,LOCATION_STATE"
"Kansas,LOCATION_STATE"
"Kentucky,LOCATION_STATE"
"Louisiana,LOCATION_STATE"
"Maine,LOCATION_STATE"
"Maryland,LOCATION_STATE"
"Massachusetts,LOCATION_STATE"
"Michigan,LOCATION_STATE"
"Minnesota,LOCATION_STATE"
"Mississippi,LOCATION_STATE"
"Missouri,LOCATION_STATE"
"Montana,LOCATION_STATE"
"Nebraska,LOCATION_STATE"
"Nevada,LOCATION_STATE"
"New Hampshire,LOCATION_STATE"
"New Jersey,LOCATION_STATE"
"New Mexico,LOCATION_STATE"
"New York,LOCATION_STATE"
"North Carolina,LOCATION_STATE"
"North Dakota,LOCATION_STATE"
"Ohio,LOCATION_STATE"
"Oklahoma,LOCATION_STATE"
"Oregon,LOCATION_STATE"
"Pennsylvania,LOCATION_STATE"
"Rhode Island,LOCATION_STATE"
"South Carolina,LOCATION_STATE"
"South Dakota,LOCATION_STATE"
"Tennessee,LOCATION_STATE"
"Texas,LOCATION_STATE"
"Utah,LOCATION_STATE"
"Vermont,LOCATION_STATE"
"Virginia,LOCATION_STATE"
"Washington,LOCATION_STATE"
"West Virginia,LOCATION_STATE"
"Wisconsin,LOCATION_STATE"
"Wyoming,LOCATION_STATE"
"""Farrier, Marshall"",PERSON"
"""Fascell, Dante B."",PERSON"
"""Fast, Steve"",PERSON"
"""Faught, George"",PERSON"
"""Fawcett, Jay"",PERSON"
"""Fawell, Harris"",PERSON"
"""Fazio, Victor Herbert Jr. (Vic)"",PERSON"
"""Featherman, John"",PERSON"
"""Federer, Bill"",PERSON"
"""Feeley, Mike"",PERSON"
"""Feeney, Tom"",PERSON"
"""Feigenbaum, Robert H."",PERSON"
"""Feighan, Edward F. (Ed)"",PERSON"
"""Feinberg, Evan"",PERSON"
"""Feldkamp, Jim"",PERSON"
"""Ferguson, Anita Perez"",PERSON"
"""Ferguson, Christy"",PERSON"
"""Ferguson, Joel"",PERSON"
"""Ferguson, Michael A. (Mike)"",PERSON"
"""Fields, Cleo"",PERSON"
"""Filner, Bob"",PERSON"
"""Fimian, Keith"",PERSON"
"""Fincher, Dan"",PERSON"
"""Findley, Paul"",PERSON"
"""Fingerhut, Eric"",PERSON"
"""Fink, Adrian Bernstein Jr."",PERSON"
"""Fink, David"",PERSON"
"""Finkbeiner, Carlton S. (Carty)"",PERSON"
"""Firestone, Brooks"",PERSON"
"""Fisher, Joseph L."",PERSON"
"""Fisher, Ovie Clark (O.C.)"",PERSON"
"""Fisher, Sheldon"",PERSON"
"""Fishwick, John"",PERSON"
"""Fitzgerald, Brenda"",PERSON"
"""Fitzgerald, Jerome D."",PERSON"
"""Fitzgerald, Joan"",PERSON"
"""Fitzpatrick, Michael G. (Mike)"",PERSON"
"""Flake, Jeffrey Lane (Jeff)"",PERSON"
"""Flanegan, Chip"",PERSON"
"""Fleming, Barry"",PERSON"
"""Fleming, Eileen"",PERSON"
"""Fleming, John"",PERSON"
"""Fletcher, Ernest Lee (Ernie)"",PERSON"
"""Flippo, Ronnie G."",PERSON"
"""Florio, James J. (Jim)"",PERSON"
"""Flotron, Franc"",PERSON"
"""Flynn, Matthew (Matt)"",PERSON"
"""Flynn, Raymond L. (Ray)"",PERSON"
"""Flynt, John J., Jr. (Jack)"",PERSON"
"""Foglietta, Thomas Michael"",PERSON"
"""Foley, Mark"",PERSON"
"""Foley, Thomas S."",PERSON"
"""Folsom, Marsha"",PERSON"
"""Footlik, Jay K."",PERSON"
"""Forbes, Randy"",PERSON"
"""Ford, Harold Eugene, Jr."",PERSON"
"""Ford, Timothy Alan"",PERSON"
"""Ford, Wendell Hampton"",PERSON"
"""Ford, William D. (Bill) "",PERSON"
"""Forrester, Chip"",PERSON"
"""Forsythe, James L."",PERSON"
"""Fortenberry, Jeffrey Lane (Jeff)"",PERSON"
"""Fortenberry, Ken"",PERSON"
"""Fosella, Vito"",PERSON"
"""Foster, George William (Bill)"",PERSON"
"""Foster, Smith"",PERSON"
"""Foust, Kyle"",PERSON"
"""Fowler, Tillie"",PERSON"
"""Fox, Andrew H. (Andy)"",PERSON"
"""Fox, Grant"",PERSON"
"""Fox, Jon D."",PERSON"
"""Foxx, Virginia"",PERSON"
"""Franchot, Peter"",PERSON"
"""Franczyk, Dave"",PERSON"
"""Frank, Barney"",PERSON"
"""Frankel, Lois Jane"",PERSON"
"""Frankenfeld, Donald L."",PERSON"
"""Franklin, William Webster"",PERSON"
"""Franks, Gary"",PERSON"
"""Franks, Robert Douglas (Bob)"",PERSON"
"""Frazier, Ryan"",PERSON"
"""Frazier, William G."",PERSON"
"""Free, Kalyn"",PERSON"
"""Freeman, Ron"",PERSON"
"""Freeman, Sandy"",PERSON"
"""Freiman, Richard D."",PERSON"
"""Frenzel, William Eldridge"",PERSON"
"""Freund, Gene"",PERSON"
"""Fricano, Tom"",PERSON"
"""Frieden, John"",PERSON"
"""Friedman, Eugene F."",PERSON"
"""Frost, Jonas Martin, III (Martin)"",PERSON"
"""Fuller Clark, Martha"",PERSON"
"""Furse, Elizabeth"",PERSON"
"""Gabbard, Tulsi"",PERSON"
"""Gabrieili, Christopher (Chris)"",PERSON"
"""Gabrieli, Christopher (Chris)"",PERSON"
"""Gaines, Bob"",PERSON"
"""Gaither, Cason"",PERSON"
"""Galbraith, Jim"",PERSON"
"""Galifianakis, Nick"",PERSON"
"""Gallagher, Tom"",PERSON"
"""Gallegly, Elton"",PERSON"
"""Gallegos, Lou"",PERSON"
"""Ganske, Greg "",PERSON"
"""Ganske, John Greg"",PERSON"
"""Garagiola, Robert J."",PERSON"
"""Garamendi, John"",PERSON"
"""Garamendi, Patricia Wilkinson (Patti)"",PERSON"
"""Garcia, Domingo"",PERSON"
"""Garcia, Jos Antonio, Jr. (Joe)"",PERSON"
"""Garcia, Jr., Jos Antonio, Jr. (Joe)"",PERSON"
"""Garcia, Maria"",PERSON"
"""Garcia, Sylvia"",PERSON"
"""Gard, John"",PERSON"
"""Gardner, Bob"",PERSON"
"""Garett, Scott"",PERSON"
"""Garlits, Don"",PERSON"
"""Garn, Kevin"",PERSON"
"""Garrett, Scott"",PERSON"
"""Gash, Lauren Beth"",PERSON"
"""Gastil, Janet"",PERSON"
"""Gaughan, Kevin P."",PERSON"
"""Gaul, Francis E."",PERSON"
"""Geake, Bob"",PERSON"
"""Gebhard, Sue"",PERSON"
"""Geist, Rick"",PERSON"
"""Gejdenson, Samuel (Sam)"",PERSON"
"""Gekas, George William"",PERSON"
"""Gemma, Anthony"",PERSON"
"""George, Jonathan D."",PERSON"
"""Georgiou, Byron"",PERSON"
"""Gephardt, Richard Andrew (Dick)"",PERSON"
"""Geren, Preston M. (Pete)"",PERSON"
"""Gerlach, Jim "",PERSON"
"""Gernant, Tyler"",PERSON"
"""Gerrard, Gary"",PERSON"
"""Gettemy, Rob"",PERSON"
"""Gibbons, Jim"",PERSON"
"""Gibbons, Sam Melville"",PERSON"
"""Gibbs, Bob"",PERSON"
"""Gibson, Chris"",PERSON"
"""Gibson, Christopher P. (Chris)"",PERSON"
"""Gibson, Mike"",PERSON"
"""Giffords, Gabrielle"",PERSON"
"""Gilbert, Rachel"",PERSON"
"""Gilchrest, Wayne T."",PERSON"
"""Gill, Gary"",PERSON"
"""Gill, Joel"",PERSON"
"""Gill, Rick (Ricky)"",PERSON"
"""Gill, Steve"",PERSON"
"""Gillan, Kim"",PERSON"
"""Gillibrand, Kirsten Rutnik"",PERSON"
"""Gilliland, Lukin T."",PERSON"
"""Gillmor, Paul Eugene"",PERSON"
"""Gilman, Ben"",PERSON"
"""Gilmore, James S. (Jim)"",PERSON"
"""Gilmore, Thomas Odell"",PERSON"
"""Gilpin, Tim"",PERSON"
"""Gingrey, John Philip (Phil)"",PERSON"
"""Gingrich, Newton Leroy (Newt)"",PERSON"
"""Giuliani, Rudolph William Lewis, III (Rudy)"",PERSON"
"""Givens, Jeanne"",PERSON"
"""Glassco, Kurt"",PERSON"
"""Glenn, Dylan"",PERSON"
"""Glickman, Daniel Robert (Dan)"",PERSON"
"""Gluba, William E."",PERSON"
"""Goddard, Rick"",PERSON"
"""Goetten, Matt"",PERSON"
"""Gohmert, Louis Buller, Jr. (Louie)"",PERSON"
"""Goldmark, James Peter"",PERSON"
"""Goldthorpe, Linda"",PERSON"
"""Golub, Shirley"",PERSON"
"""Gonazales, Eddie"",PERSON"
"""Gonzales, Charlie"",PERSON"
"""Gonzalez, Eddie"",PERSON"
"""Gooch, Diane"",PERSON"
"""Goode, Virgil Hamlin, Jr."",PERSON"
"""Goodling, Bill"",PERSON"
"""Goodman, Lee"",PERSON"
"""Goodnight, Greg"",PERSON"
"""Gordon, Gordon, Barton Jennings (Bart)"",PERSON"
"""Gorman, Chris"",PERSON"
"""Gorman, Pamela"",PERSON"
"""Gosar, Paul"",PERSON"
"""Goss, Chauncey"",PERSON"
"""Goss, Peter"",PERSON"
"""Goss, Porter"",PERSON"
"""Gould, Ron"",PERSON"
"""Gounares, Peter"",PERSON"
"""Gowdy, Trey"",PERSON"
"""Goyke, Gary Regis"",PERSON"
"""Graber, Ben"",PERSON"
"""Gradison, Willis D."",PERSON"
"""Graf, Randy L."",PERSON"
"""Graham, Larry"",PERSON"
"""Graham, Lindsey"",PERSON"
"""Graham, Lindsey O."",PERSON"
"""Gramazio, Chris"",PERSON"
"""Granger, Kay"",PERSON"
"""Grannis, Mark"",PERSON"
"""Grant, Bill"",PERSON"
"""Grant, Larry"",PERSON"
"""Grantham, Travis"",PERSON"
"""Grasso, Ella Tambussi"",PERSON"
"""Graves, Sam"",PERSON"
"""Graves, Tom"",PERSON"
"""Gray, Kenneth J."",PERSON"
"""Grayson, Alan"",PERSON"
"""Green Lugar  KBE, Richard (Dick)"",PERSON"
"""Green, Gene"",PERSON"
"""Green, John"",PERSON"
"""Greenlee, Bob"",PERSON"
"""Greenough, Kent"",PERSON"
"""Greenwald, Becky"",PERSON"
"""Greenwood, Jim"",PERSON"
"""Greeson, Janet"",PERSON"
"""Gregg, John"",PERSON"
"""Griego, Eric"",PERSON"
"""Griffin, Jim"",PERSON"
"""Griffin, Tim"",PERSON"
"""Griffith, Morgan"",PERSON"
"""Griffith, Parker"",PERSON"
"""Griffiths, Bob"",PERSON"
"""Grimaud, Joe"",PERSON"
"""Grimm, Michael"",PERSON"
"""Grisham, Michelle Lujan"",PERSON"
"""Grishan, Michelle Lujan"",PERSON"
"""Grogan, George"",PERSON"
"""Grossman, Joe"",PERSON"
"""Gruenstein, Peter"",PERSON"
"""Guarini, Frank Joseph"",PERSON"
"""Guest, James A."",PERSON"
"""Guglielmo, Tony"",PERSON"
"""Guinta, Frank"",PERSON"
"""Gulleson, Pam"",PERSON"
"""Gullick, Carl"",PERSON"
"""Gunderson, Steve Craig"",PERSON"
"""Gussen, Adam"",PERSON"
"""Guthrie, Bill"",PERSON"
"""Guthrie, Brett"",PERSON"
"""Guthrie, Marc"",PERSON"
"""Gwinn, John W."",PERSON"
"""Haaven, Jon O."",PERSON"
"""Hackett, Chris"",PERSON"
"""Hackett, Donald Warren, Jr."",PERSON"
"""Hackett, Paul Lewis, III"",PERSON"
"""Hagan, Timothy F. (Tim)"",PERSON"
"""Hahn, Janice"",PERSON"
"""Hair, Mattax"",PERSON"
"""Hall, David"",PERSON"
"""Hall, Dennis"",PERSON"
"""Hall, Ralph"",PERSON"
"""Hall, Tony Patrick"",PERSON"
"""Halloran, Dan"",PERSON"
"""Halvorson, Debbie"",PERSON"
"""Hamburg, Daniel Harwell (Dan)"",PERSON"
"""Hamilton, John Kennedy"",PERSON"
"""Hamilton, Lee Herbert"",PERSON"
"""Hammerschmidt, John Paul"",PERSON"
"""Hammersmith, Donalda Ann"",PERSON"
"""Hanabusa, Colleen"",PERSON"
"""Hancock, Judith Louise (Judy)"",PERSON"
"""Hancock, Melton D. (Mel)"",PERSON"
"""Haney, Ann J."",PERSON"
"""Hankins, Travis"",PERSON"
"""Hannemann, Muliufi Francis (Mufi)"",PERSON"
"""Hansen, George Vernon"",PERSON"
"""Hansen, James V."",PERSON"
"""Hanson, John"",PERSON"
"""Hanson, Marvin"",PERSON"
"""Hardy, Tim"",PERSON"
"""Hare, Phil"",PERSON"
"""Harmer, David"",PERSON"
"""Harold, Paul"",PERSON"
"""Harper, Gregg"",PERSON"
"""Harper, Scott"",PERSON"
"""Harrell, Bobby"",PERSON"
"""Harrell, Gayle B."",PERSON"
"""Harrell, Mary Beth"",PERSON"
"""Harriman, Brad"",PERSON"
"""Harrington, Karen"",PERSON"
"""Harris, Andrew P. (Andy)"",PERSON"
"""Harris, Claude, Jr."",PERSON"
"""Harris, Felicia"",PERSON"
"""Harris, Katherine"",PERSON"
"""Harris, Tim"",PERSON"
"""Harrison, Ed"",PERSON"
"""Harrison, William Henry"",PERSON"
"""Hart, Gary K."",PERSON"
"""Hart, Melissa"",PERSON"
"""Hart, Melissa A."",PERSON"
"""Hart, Royal Vose"",PERSON"
"""Harvey, Trice"",PERSON"
"""Haskins, Brad"",PERSON"
"""Haskins, Terry E."",PERSON"
"""Hasner, Adam"",PERSON"
"""Hastings, Alcee L."",PERSON"
"""Hastings, Doc"",PERSON"
"""Hastings, Joan King"",PERSON"
"""Hatch, Bill"",PERSON"
"""Hatchadorian, Matthew Jack (Matt)"",PERSON"
"""Hatcher, Charles Floyd"",PERSON"
"""Hatfield, P. Kelly (Kelly)"",PERSON"
"""Hathaway, William Dodd (Bill)"",PERSON"
"""Hausman, Larry"",PERSON"
"""Hawke, Russell Jackson (Jack)"",PERSON"
"""Hawkins, Robert Charles"",PERSON"
"""Hawks, Richard Walter"",PERSON"
"""Hay, Sydney Ann"",PERSON"
"""Hayes, James A. (Jimmy)"",PERSON"
"""Hayes, Kenneth P. (Ken)"",PERSON"
"""Hayes, Robin"",PERSON"
"""Hayhurst, Tom"",PERSON"
"""Hays, Brooks"",PERSON"
"""Hayworth, John David, Jr. (J.D.)"",PERSON"
"""Hayworth, Nan"",PERSON"
"""Hearon, Erik"",PERSON"
"""Heath, Dan"",PERSON"
"""Heath, Jack"",PERSON"
"""Hechler, Ken"",PERSON"
"""Hecht, Greg"",PERSON"
"""Hecht, Thomas C. (Tom)"",PERSON"
"""Heck, Denny"",PERSON"
"""Heck, Joe"",PERSON"
"""Heckler, Margaret"",PERSON"
"""Hefner, Willie Gathrel (Bill)"",PERSON"
"""Heftel, Cecil"",PERSON"
"""Heidel, Jack"",PERSON"
"""Heidepriem, Scott Nelson"",PERSON"
"""Heileson, Chick"",PERSON"
"""Heinrich, Martin Trevor"",PERSON"
"""Heinz, Matt"",PERSON"
"""Helb, Ross"",PERSON"
"""Heller, Dean"",PERSON"
"""Helmke, Paul"",PERSON"
"""Helms, Kate"",PERSON"
"""Helvey, Jay"",PERSON"
"""Henderson, Don"",PERSON"
"""Hendon, William Martin (Bill)"",PERSON"
"""Hendry, Eddie"",PERSON"
"""Henry, Paul"",PERSON"
"""Hensley, Sam P."",PERSON"
"""Hensley, Teresa"",PERSON"
"""Herbert, Douglas"",PERSON"
"""Herger, Wally W., Jr."",PERSON"
"""Hermening, Kevin J."",PERSON"
"""Hern, Kevin"",PERSON"
"""Hernandez, Christine"",PERSON"
"""Herr, Brian"",PERSON"
"""Herrera, Dario"",PERSON"
"""Herrera, Jaime"",PERSON"
"""Herrity, Pat"",PERSON"
"""Herron , Kenneth Leon, Sr. (Ken)"",PERSON"
"""Herschler, Jon"",PERSON"
"""Herseth, Stephanie"",PERSON"
"""Hershman, Brandt"",PERSON"
"""Hertel, Dennis M."",PERSON"
"""Herwig, Phil"",PERSON"
"""Hewlett, Justin"",PERSON"
"""Hice, Dr. Jody B."",PERSON"
"""Hickey, Jim"",PERSON"
"""Hieb, Ross"",PERSON"
"""Higgins, Brian"",PERSON"
"""Hiliard, Earl"",PERSON"
"""Hill, Baron Paul"",PERSON"
"""Hill, Rick"",PERSON"
"""Hillard, Earl, Jr."",PERSON"
"""Hilleary, Van"",PERSON"
"""Hilliard, Earl, Jr."",PERSON"
"""Himelein, Larry M."",PERSON"
"""Himes, Jim"",PERSON"
"""Hinchey, Maurice Dudley"",PERSON"
"""Hinojosa, Ruben"",PERSON"
"""Hirning, Katie"",PERSON"
"""Hirono, Mazie (Mazie Keiko)"",PERSON"
"""Hirschbiel, Paul"",PERSON"
"""Hoagland, Peter"",PERSON"
"""Hobbins, Barry"",PERSON"
"""Hobson, David Lee"",PERSON"
"""Hochbrueckner, George Joseph"",PERSON"
"""Hochendoner, Larry J."",PERSON"
"""Hochul, Kathy"",PERSON"
"""Hodes, Paul"",PERSON"
"""Hodgson, Clayton"",PERSON"
"""Hoeffel, Joseph M. (Joe)"",PERSON"
"""Hoekstra, Pete"",PERSON"
"""Hoffman, Jay"",PERSON"
"""Hoffman, Manny"",PERSON"
"""Hofmeister, Gary"",PERSON"
"""Hogan, Lawrence Joseph (Larry)"",PERSON"
"""Hogan, Tom"",PERSON"
"""Hogsett, Joseph H. (Joe)"",PERSON"
"""Hoke, Martin"",PERSON"
"""Holcomb, Terry"",PERSON"
"""Holden, Thomas Timothy (Tim)"",PERSON"
"""Holding, George E. B."",PERSON"
"""Hollister, Nancy"",PERSON"
"""Holloway, Clyde C."",PERSON"
"""Hollowell, Melvin"",PERSON"
"""Holmes, John"",PERSON"
"""Holmes, John A., Jr."",PERSON"
"""Holshof, Kenny"",PERSON"
"""Holt, Marjorie Sewell"",PERSON"
"""Holt, Rush"",PERSON"
"""Holtz, Dan"",PERSON"
"""Holtzman, Barbara"",PERSON"
"""Homer, Thomas J."",PERSON"
"""Honadel, Elroy"",PERSON"
"""Hoogendyk, Jack"",PERSON"
"""Hooley, Darlene"",PERSON"
"""Hopkins, Larry"",PERSON"
"""Horn, Joan Kelly"",PERSON"
"""Horn, Kendra"",PERSON"
"""Horne, Andrew"",PERSON"
"""Horner, Mike"",PERSON"
"""Hosemann, Delbert"",PERSON"
"""Hostettler, John Nathan"",PERSON"
"""Houchen, Howard"",PERSON"
"""Houffman, Doug"",PERSON"
"""Houghton, Amo"",PERSON"
"""House, Art"",PERSON"
"""House, Ted"",PERSON"
"""Howard, James J."",PERSON"
"""Howard, John"",PERSON"
"""Howard, Laurence Edward"",PERSON"
"""Howard, Tim"",PERSON"
"""Howie, Mitchell"",PERSON"
"""Hoyer, Steny Hamilton"",PERSON"
"""Hubbard, Carroll"",PERSON"
"""Huckaby, Jerry"",PERSON"
"""Hudak, Bill"",PERSON"
"""Hudetz, Leo"",PERSON"
"""Hudson, Richard"",PERSON"
"""Hudson, Thomas (Tommy)"",PERSON"
"""Huff, Richard H."",PERSON"
"""Huffington, Michael"",PERSON"
"""Huffman, Dan"",PERSON"
"""Huffman, Steve"",PERSON"
"""Hughes, Andrew"",PERSON"
"""Hughes, Doug"",PERSON"
"""Hughes, John William"",PERSON"
"""Hughes, Reid"",PERSON"
"""Huizenga, Bill"",PERSON"
"""Hulshof, Kenny"",PERSON"
"""Hultman, Calvin (Cal)"",PERSON"
"""Humbert, Tom"",PERSON"
"""Humphrey, Hubert Horatio, Jr."",PERSON"
"""Humphreys, James F. (Jim)"",PERSON"
"""Hunt, Jim"",PERSON"
"""Hunter, David"",PERSON"
"""Hunter, Duncan"",PERSON"
"""Hurd, Will"",PERSON"
"""Hurst, Andrew Lawrence"",PERSON"
"""Hutchinson, Ann"",PERSON"
"""Hutto, Earl"",PERSON"
"""Hyde, Henry"",PERSON"
"""Inglis, Robert Durden (Bob)"",PERSON"
"""Inhofe, James Mountain (Jim)"",PERSON"
"""Inslee, Jay (Jay Robert)"",PERSON"
"""Iott, Rich"",PERSON"
"""Irwin, Mitch"",PERSON"
"""Isaac, Teresa"",PERSON"
"""Isakson, John Hardy (Johnny)"",PERSON"
"""Israel, Steve"",PERSON"
"""Issa, Darrell E."",PERSON"
"""Istook, Ernest James, Jr."",PERSON"
"""Izzo, Rose"",PERSON"
"""Jackman, Norman H."",PERSON"
"""Jackson, David Lawrence"",PERSON"
"""Jacobs, Harry"",PERSON"
"""Jacobs, Jeffrey P."",PERSON"
"""Jacobs, Kristin"",PERSON"
"""Jacobs, Nancy"",PERSON"
"""Jacobsen, Karen"",PERSON"
"""Jacobson, John"",PERSON"
"""Jahnke, Herbert O."",PERSON"
"""James, Bill"",PERSON"
"""James, Craig T."",PERSON"
"""Jamison, Cy"",PERSON"
"""Janklow, William John (Bill)"",PERSON"
"""Jefferson, William Jennings (Bill)"",PERSON"
"""Jeffords, James Merrill (Jim)"",PERSON"
"""Jeffrey, Christina"",PERSON"
"""Jenkins, Lynn"",PERSON"
"""Jennings, Christine"",PERSON"
"""Jenrette, John Wilson, Jr."",PERSON"
"""Jent, Larry"",PERSON"
"""Jett, Shane"",PERSON"
"""Jindal, Piyush (Bobby)"",PERSON"
"""Johnson, Albert W."",PERSON"
"""Johnson, Augustus Clark"",PERSON"
"""Johnson, Bill"",PERSON"
"""Johnson, Charles"",PERSON"
"""Johnson, Dave"",PERSON"
"""Johnson, Fred"",PERSON"
"""Johnson, Glen D."",PERSON"
"""Johnson, Harold"",PERSON"
"""Johnson, Henry, Jr. (Hank)"",PERSON"
"""Johnson, Jay"",PERSON"
"""Johnson, Joan"",PERSON"
"""Johnson, John Arthur"",PERSON"
"""Johnson, Larry E."",PERSON"
"""Johnson, Nancy Elizabeth Lee"",PERSON"
"""Johnson, Rob"",PERSON"
"""Johnson, Robert Eugene (Bob)"",PERSON"
"""Johnson, Sam"",PERSON"
"""Johnson, Sven"",PERSON"
"""Johnson, Timothy Peter (Tim)"",PERSON"
"""Johnson, Timothy V. (Tim)"",PERSON"
"""Johnston, Gene"",PERSON"
"""Johnston, Harry Allison, II"",PERSON"
"""Jolly, Chuck"",PERSON"
"""Jolly, David"",PERSON"
"""Jones, Ben"",PERSON"
"""Jones, Brian"",PERSON"
"""Jones, Charles P. (Charlie)"",PERSON"
"""Jones, David Nelson"",PERSON"
"""Jones, James Robert (Jim)"",PERSON"
"""Jones, Landis"",PERSON"
"""Jones, Marshall P."",PERSON"
"""Jones, Walter Beaman, Jr. "",PERSON"
"""Jontz, Jim"",PERSON"
"""Jordan, Eleanor"",PERSON"
"""Jordan, Hal"",PERSON"
"""Jordan, Jack"",PERSON"
"""Jordan, James Daniel (Jim)"",PERSON"
"""Jordan, Jay"",PERSON"
"""Jordan, Nick"",PERSON"
"""Jost, Paul"",PERSON"
"""Joyce, Steve"",PERSON"
"""Joyner, Conrad Francis"",PERSON"
"""Jude, Thaddeus Victor (Tad)"",PERSON"
"""Judy, Jan"",PERSON"
"""Junge, Ember Reichgott"",PERSON"
"""Justice, Charlie"",PERSON"
"""Kagen, Steven L."",PERSON"
"""Kahn, Roger"",PERSON"
"""Kaiser, Dave"",PERSON"
"""Kalk, Brain"",PERSON"
"""Kane, Eugene D."",PERSON"
"""Kanjorski, Paul Edmund"",PERSON"
"""Kapanke, Dan"",PERSON"
"""Kaptur, Marcy"",PERSON"
"""Karth, Joseph Edward"",PERSON"
"""Kasich, John R."",PERSON"
"""Kasperowicz, Ray"",PERSON"
"""Kasten, Robert Walter, Jr. (Bob)"",PERSON"
"""Kastenmeier, Robert William (Bob)"",PERSON"
"""Katzen, Jay"",PERSON"
"""Kaufman, Joe"",PERSON"
"""Kavouklis, Michael H."",PERSON"
"""Kay, Morris"",PERSON"
"""Keadle, Scott"",PERSON"
"""Keane, James Patrick"",PERSON"
"""Keane, Tom"",PERSON"
"""Keating, Cathy"",PERSON"
"""Keating, Francis Anthony (Frank)"",PERSON"
"""Keefe, Joseph F. (Joe)"",PERSON"
"""Keenan, Nancy"",PERSON"
"""Keet, Jim"",PERSON"
"""Keever, Patsey"",PERSON"
"""Keever, Patsy"",PERSON"
"""Kehoe, Christine"",PERSON"
"""Keith, Tom"",PERSON"
"""Kelleher, Jr., Michael F., Jr. (Mike)"",PERSON"
"""Kelleher, Michael F., Jr. (Mike)"",PERSON"
"""Kellem, Kevin"",PERSON"
"""Keller, Ric"",PERSON"
"""Keller, Rick"",PERSON"
"""Kelley, Kevin"",PERSON"
"""Kelley, Patrick J."",PERSON"
"""Kelly, Charlie"",PERSON"
"""Kelly, George"",PERSON"
"""Kelly, Jack"",PERSON"
"""Kelly, Jesse"",PERSON"
"""Kelly, John"",PERSON"
"""Kelly, Kurt"",PERSON"
"""Kelly, Mike"",PERSON"
"""Kelly, Pat"",PERSON"
"""Kelly, Richard"",PERSON"
"""Kelly, Scotty"",PERSON"
"""Kelly, Susan Weisenbarger (Sue)"",PERSON"
"""Kemp, Jack French, Jr."",PERSON"
"""Kennedy, Beverly"",PERSON"
"""Kennedy, Billy"",PERSON"
"""Kennedy, Brian"",PERSON"
"""Kennedy, Bryan L."",PERSON"
"""Kennedy, Joe"",PERSON"
"""Kennedy, Mark Raymond"",PERSON"
"""Kennedy, Patrick"",PERSON"
"""Kennedy, Patrick J."",PERSON"
"""Kennelly, Barbara Bailey"",PERSON"
"""Keogh, Kevin"",PERSON"
"""Keown, Mike"",PERSON"
"""Kerans, Robert F."",PERSON"
"""Kerr, Robert Samuel, III (Bob)"",PERSON"
"""Kessler, Frederick P."",PERSON"
"""Kevin, Raye"",PERSON"
"""Kidd, Bill"",PERSON"
"""Kidwell, Wayne Le Roy"",PERSON"
"""Kihuen, Rubin"",PERSON"
"""Kildee, Dale"",PERSON"
"""Kildee, Dan"",PERSON"
"""Kilker, Paul"",PERSON"
"""Kilmer, Bev Jean"",PERSON"
"""Kilroy, Mary Jo"",PERSON"
"""Kind, Ronald James (Ron)"",PERSON"
"""King, Gary"",PERSON"
"""King, Steven Arnold (Steve)"",PERSON"
"""Kingsley, Kent"",PERSON"
"""Kingston, Jack"",PERSON"
"""Kinney, David B."",PERSON"
"""Kinzinger, Adam"",PERSON"
"""Kirby, J. Russell"",PERSON"
"""Kirk, Mark Steven"",PERSON"
"""Kirk, Ronald (Ron)"",PERSON"
"""Kirkpatrick, Ann"",PERSON"
"""Kirnan, Matt"",PERSON"
"""Kissell, Larry"",PERSON"
"""Klauder, Jim"",PERSON"
"""Kleczka, Gerald Daniel (Jerry)"",PERSON"
"""Kleeb, Scott"",PERSON"
"""Klein, Herb"",PERSON"
"""Klein, Ronald (Ron)"",PERSON"
"""Klemm, Gordon"",PERSON"
"""Kline, John"",PERSON"
"""Kline, Phill"",PERSON"
"""Klote, Jim"",PERSON"
"""Klug, Scott Leo"",PERSON"
"""Klunzinger, Thomas Edward"",PERSON"
"""Knapp, Davis Cheryl"",PERSON"
"""Knight, Bob"",PERSON"
"""Knight, John"",PERSON"
"""Knollenberg, Joe"",PERSON"
"""Knowles, Eric"",PERSON"
"""Koehler, Judy"",PERSON"
"""Kolbe, James Thomas (Jim)"",PERSON"
"""Kolter, Joseph Paul"",PERSON"
"""Konicov, Barrie"",PERSON"
"""Konst, Nomiki"",PERSON"
"""Kopetski, Michael Joseph (Mike)"",PERSON"
"""Korman, Sang"",PERSON"
"""Koskoff, Charlotte"",PERSON"
"""Kosmas, Suzanne"",PERSON"
"""Kostenmeir, Robert W."",PERSON"
"""Koster, John"",PERSON"
"""Kostmayer, Peter Houston"",PERSON"
"""Kramer, Kenneth Bentley (Ken)"",PERSON"
"""Kratovil, Frank"",PERSON"
"""Kreamer, Barbara Osborn"",PERSON"
