text	label
Colorado republican club	SUPERPAC
Hawaii republican club	SUPERPAC
Idaho republican club	SUPERPAC
Middle of the	SUPERPAC
Minnesota democratic trust fund	SUPERPAC
Maine democratic trust fund	SUPERPAC
Kansas democratic trust fund	SUPERPAC
Arkansas democratic trust fund	SUPERPAC
Republican conservative  of alabama	SUPERPAC
Republican conservative  of arkansas	SUPERPAC
Republican conservative  of virginia	SUPERPAC
Republican conservative  of arizona	SUPERPAC
Republican conservative  of maine	SUPERPAC
Democratic liberal  of maryland	SUPERPAC
Democratic liberal  of ohio	SUPERPAC
Democratic liberal  of colorado	SUPERPAC
Democratic liberal  of iowa	SUPERPAC
Americans for a better tomorrow period	SUPERPAC
Californians for sacred sites protection	SUPERPAC
Forward united campaign committee	SUPERPAC
Farm	SUPERPAC
Environment america action fund	SUPERPAC
American human rights defense 	SUPERPAC
United states investment industry 	SUPERPAC
United states political strategies fund	SUPERPAC
United states congressional majority fund	SUPERPAC
In god we trust  	SUPERPAC
Innovative crusaders of truth	SUPERPAC
Utility workers union of america political-legislative education fund	SUPERPAC
Latino district defense fund	SUPERPAC
Wisconsin horse association	SUPERPAC
West virginia horse association	SUPERPAC
Louisiana horse association	SUPERPAC
Progressive independent committee	SUPERPAC
Iowa horse association	SUPERPAC
Zombies of tomorrow	SUPERPAC
Spend smart america	SUPERPAC
Americans for real change	SUPERPAC
Connecticut's future	SUPERPAC
Darbo	SUPERPAC
Citizens 4 ethics in government	SUPERPAC
Secure america's borders	SUPERPAC
Stop iran	SUPERPAC
Unlimited funding for america	SUPERPAC
Progress for washington	SUPERPAC
Citizens for prosperity and reform movement, llc	SUPERPAC
Defenders of wildlife action committee	SUPERPAC
Christians for the separation of church and state	SUPERPAC
Disabled citizens united	SUPERPAC
America's  for the permanent elimination of america's s	SUPERPAC
Libertarian action 	SUPERPAC
Occupy obamacare	SUPERPAC
Missouri for liberty	SUPERPAC
Rhode island for liberty	SUPERPAC
Citizens for conservative leadership, inc.	SUPERPAC
Strength and liberty	SUPERPAC
Sam vs the machine	SUPERPAC
Central pennsylvania republican council	SUPERPAC
Ohioans for opportunity	SUPERPAC
Jobs opportunity and freedom political action committee - jofpac	SUPERPAC
Taxpayer network	SUPERPAC
National right to life victory fund	SUPERPAC
Sick and tired of washington	SUPERPAC
Rebuilding america	SUPERPAC
Eastern washington committee for progress	SUPERPAC
Americans for a better tomorrow, tomorrow, inc.	SUPERPAC
Draft christie for president inc	SUPERPAC
Montana hunters and anglers leadership fund	SUPERPAC
National nurses united for patient protection	SUPERPAC
Citizens for a working america	SUPERPAC
American crossroads	SUPERPAC
Wolf	SUPERPAC
Fidelity investments investors 	SUPERPAC
United states department of homeland security employees 	SUPERPAC
Goldman sachs group investors 	SUPERPAC
United states hotel franchisees 	SUPERPAC
Working for america inc.	SUPERPAC
Max's back	SUPERPAC
Integrated sustainability alliance	SUPERPAC
Rfkjrpac	SUPERPAC
The valley forge project	SUPERPAC
Heal the divide, inc.	SUPERPAC
Battleground freedom	SUPERPAC
Youth for ranked choice voting	SUPERPAC
Pit	SUPERPAC
Finish the job	SUPERPAC
Warriors warrior	SUPERPAC
Question everything	SUPERPAC
Citizens against corruption	SUPERPAC
August	SUPERPAC
American patriot action	SUPERPAC
Beam on progress	SUPERPAC
Accountability action	SUPERPAC
Defeat the machine 	SUPERPAC
People over profits	SUPERPAC
Seniors for mike lee	SUPERPAC
Rethink! Gop	SUPERPAC
Retain the house 2024	SUPERPAC
Defending americas future	SUPERPAC
Georgia liberty coalition	SUPERPAC
Oregon for progress	SUPERPAC
American citizens	SUPERPAC
Professional firefighters for arizona	SUPERPAC
Youth interest	SUPERPAC
Citizens for responsible leadership	SUPERPAC
Cap64pac	SUPERPAC
Millennials allied for progressive progress	SUPERPAC
1912	SUPERPAC
Mega red	SUPERPAC
Constitutional caucus of new york	SUPERPAC
Runronrun	SUPERPAC
Jobs & prosperity	SUPERPAC
Transparency in politics	SUPERPAC
Save american freedom	SUPERPAC
Wyomingites defending freedom and democracy, inc	SUPERPAC
Florida true democrats	SUPERPAC
Courageous leaders	SUPERPAC
Save colorado 	SUPERPAC
Service & integrity	SUPERPAC
Committee to organize and remove abusers	SUPERPAC
Maryland action fund	SUPERPAC
Ocean state forward	SUPERPAC
Citizens for new leadership	SUPERPAC
Change for us	SUPERPAC
Opportunity ny	SUPERPAC
Strong leaders fund	SUPERPAC
Voters for west virginia values	SUPERPAC
Shesun	SUPERPAC
Vermonters for a democratic majority	SUPERPAC
Quinn works	SUPERPAC
Americans for protecting liberty	SUPERPAC
Defending freedom	SUPERPAC
4ri	SUPERPAC
Voting genie llc	SUPERPAC
Citizens for nevada	SUPERPAC
Turnout ie	SUPERPAC
Crypto innovation	SUPERPAC
Muskogee diversity coalition	SUPERPAC
Fair elections group	SUPERPAC
Freedom nc	SUPERPAC
Blue cd2 new mexico usa	SUPERPAC
A better kansas	SUPERPAC
Georgia democrats for change	SUPERPAC
Put florida first	SUPERPAC
The dinosaur extinction fund	SUPERPAC
Missouri voices action fund	SUPERPAC
Battle born values	SUPERPAC
We want trump	SUPERPAC
People against corruption	SUPERPAC
The president donald j. Trump legacy	SUPERPAC
American revival political action committee	SUPERPAC
Grassroots organizing wins (growpac)	SUPERPAC
Citizens for excellence in local leadership	SUPERPAC
Defending conservative values	SUPERPAC
American business federation	SUPERPAC
Must go fund	SUPERPAC
Unite america movement inc; the	SUPERPAC
New patriot 	SUPERPAC
Consequences now	SUPERPAC
Carry the torch	SUPERPAC
Defend our values	SUPERPAC
Patriots for capitalism	SUPERPAC
Lincoln24	SUPERPAC
Organizing empowerment	SUPERPAC
Reclaim arizona	SUPERPAC
Bidenation	SUPERPAC
People for the american way victory fund	SUPERPAC
The turnout project	SUPERPAC
Black vote pa	SUPERPAC
Protecting our values	SUPERPAC
North star	SUPERPAC
Laughcryvote inc	SUPERPAC
Our america	SUPERPAC
United we dream action	SUPERPAC
United medical freedom 	SUPERPAC
Yeezus4prezus	SUPERPAC
Jobs for our future	SUPERPAC
Firefighters for a safer america	SUPERPAC
Don't look away inc	SUPERPAC
Stand with the badge	SUPERPAC
Make oklahoma great again	SUPERPAC
Sad reality acceptance committee	SUPERPAC
Bigfacts.Org	SUPERPAC
Sunshine state conservative alliance	SUPERPAC
The forgotten 	SUPERPAC
Improve our future	SUPERPAC
Progressnow az - federal	SUPERPAC
The committee on states	SUPERPAC
Prosperity through leadership	SUPERPAC
Environmental action	SUPERPAC
Florida first project	SUPERPAC
Sec regulated publicly held companies 	SUPERPAC
K street lobbying firms 	SUPERPAC
Exxon mobil corporation shareholders 	SUPERPAC
Arizonans working together	SUPERPAC
New prosperity foundation; the	SUPERPAC
Protecting choice in california 2010, a project of planned parenthood affiliates of ca	SUPERPAC
Alaskans standing together	SUPERPAC
 for america	SUPERPAC
2010 leadership council	SUPERPAC
America get up	SUPERPAC
Saving florida's future	SUPERPAC
Voters for justice, inc.	SUPERPAC
Galpac inc	SUPERPAC
Florida freedom and growth	SUPERPAC
Conservative national committee	SUPERPAC
Parents for a brighter future	SUPERPAC
Yg action fund	SUPERPAC
Spirit of america solutions	SUPERPAC
Americans for a better tomorrow today	SUPERPAC
Committee to elect an effective valley congressman	SUPERPAC
Restart congress political action committee	SUPERPAC
Credo superpac	SUPERPAC
Lcaction	SUPERPAC
American latino alliance political action committee	SUPERPAC
Tea party express campaign fund	SUPERPAC
Moving arizona forward	SUPERPAC
A congress that works	SUPERPAC
Res publica	SUPERPAC
Americans wanting truth in politics	SUPERPAC
Restoring america inc	SUPERPAC
Putting america first	SUPERPAC
Secure arizona	SUPERPAC
Parents against child access to pornography, llc	SUPERPAC
African americans for liberty	SUPERPAC
Wyoming for liberty	SUPERPAC
Vermont for liberty	SUPERPAC
Arkansas for liberty	SUPERPAC
Alabama for liberty	SUPERPAC
The dump him project	SUPERPAC
Penn staters for a better tomorrow, tomorrow	SUPERPAC
American strategic alliance	SUPERPAC
Brighter future fund	SUPERPAC
Stand with america	SUPERPAC
Texas america 21st century	SUPERPAC
Character counts political action committee	SUPERPAC
Georgia freedom	SUPERPAC
Haphak america	SUPERPAC
420pac.Org	SUPERPAC
Faux news ; the	SUPERPAC
Fair share action	SUPERPAC
People for arizona	SUPERPAC
Kansas horse association	SUPERPAC
Kentucky horse association 	SUPERPAC
Terrans united	SUPERPAC
Restoring america's soul	SUPERPAC
Government kudzu	SUPERPAC
Mississippi horse association	SUPERPAC
Opportunity for all	SUPERPAC
Herschal and  moley for a better tomorrow, tomorrow	SUPERPAC
Catholics for common sense	SUPERPAC
Americans united for a stronger economy	SUPERPAC
Americans for a good presidential choice 	SUPERPAC
Republican conservative  of massachusetts	SUPERPAC
Republican conservative  of indiana	SUPERPAC
Republican conservative  of illinois	SUPERPAC
Missouri democratic trust fund	SUPERPAC
Texas democratic club	SUPERPAC
New hampshire democratic club	SUPERPAC
Massachusetts democratic club	SUPERPAC
Oklahoma democratic club	SUPERPAC
Minnesota republican club	SUPERPAC
Alabama republican club	SUPERPAC
Nebraska republican club	SUPERPAC
New jersey republican club	SUPERPAC
Texas republican trust fund	SUPERPAC
Indiana republican trust fund	SUPERPAC
Connecticut republican trust fund	SUPERPAC
Wisconsin republican club	SUPERPAC
Vril society global reach	SUPERPAC
Rescue the senate	SUPERPAC
John bolton 	SUPERPAC
Forest landowners 	SUPERPAC
Alabama democratic majority	SUPERPAC
Rand	SUPERPAC
Citizens for better cities	SUPERPAC
Nextgen climate action committee	SUPERPAC
West virginians for results	SUPERPAC
American heartland	SUPERPAC
Americans for marco rubio 	SUPERPAC
Crush graham cracker	SUPERPAC
Right turn hawaii	SUPERPAC
Politics reimagined	SUPERPAC
Democracy demands	SUPERPAC
Americans in action	SUPERPAC
Because we can	SUPERPAC
Dmh 	SUPERPAC
No negotiations	SUPERPAC
Take back the tenth	SUPERPAC
Americans for the protection of life	SUPERPAC
Walker mallot-one alaska	SUPERPAC
Worker's voice (opeiu)	SUPERPAC
Smart cannabis reform	SUPERPAC
Crescent city 	SUPERPAC
X-fund	SUPERPAC
Morning in america	SUPERPAC
Brat	SUPERPAC
Sos for democracy	SUPERPAC
Heritage concepts	SUPERPAC
Better way ; the	SUPERPAC
Prosperity for pennsylvania inc.	SUPERPAC
Florida conservatives united	SUPERPAC
Draft brian schweitzer	SUPERPAC
The principles project	SUPERPAC
Ready for warren presidential draft campaign	SUPERPAC
American liberation	SUPERPAC
Pinoy	SUPERPAC
Ohioans for a better future	SUPERPAC
American solutions -	SUPERPAC
Arriba con hillary	SUPERPAC
Americans for a better yesterday	SUPERPAC
I can't breathe	SUPERPAC
Jaguar political action committee	SUPERPAC
Senate leadership fund	SUPERPAC
Junto 	SUPERPAC
Firstladybill.Com	SUPERPAC
Americans for equality	SUPERPAC
Victory fund	SUPERPAC
Ready for rand	SUPERPAC
Enduring foundations	SUPERPAC
Unite america election fund	SUPERPAC
Citizens first	SUPERPAC
Unintimidated	SUPERPAC
Americans for a democratic majority	SUPERPAC
Agenda usa	SUPERPAC
Jackpac	SUPERPAC
North florida neighbors	SUPERPAC
Ema	SUPERPAC
New leadership for ohio	SUPERPAC
Women for political action	SUPERPAC
Americans for greatness	SUPERPAC
Chicago democratic socialists of america	SUPERPAC
Catena america now . Org	SUPERPAC
Michigan first 4 us	SUPERPAC
American national bureau of communication	SUPERPAC
American national bureau of defense	SUPERPAC
America's healthcare industry roundtable	SUPERPAC
America's resorts industry roundtable	SUPERPAC
Farming freedom	SUPERPAC
Missouri regional chamber of commerce	SUPERPAC
Pennsylvania regional chamber of commerce	SUPERPAC
Texas regional chamber of commerce	SUPERPAC
Swiss chamber of commerce of america	SUPERPAC
United states political advisers bureau	SUPERPAC
American national professional baseball league	SUPERPAC
World professional karate league	SUPERPAC
Asian continent professional baseball league	SUPERPAC
Asian continent professional racquetball league	SUPERPAC
Asian continent professional softball league	SUPERPAC
South america continent professional football league	SUPERPAC
Caribbean region professional tennis league	SUPERPAC
Caribbean region professional basketball league	SUPERPAC
Central america countries professional volleyball league	SUPERPAC
Central america countries professional soccer league	SUPERPAC
Central america countries professional golf league	SUPERPAC
Central america countries professional lacrosse league	SUPERPAC
Central america countries professional boxing league	SUPERPAC
Oceanian countries professional wrestling league	SUPERPAC
Oceanian countries professional karate league	SUPERPAC
International organization of culture	SUPERPAC
International organization against suicides	SUPERPAC
American indians tribal government of arizona	SUPERPAC
American indians tribal government of nevada	SUPERPAC
American indians tribal government of south dakota	SUPERPAC
American indians tribal government of washington	SUPERPAC
Belgian culture bureau of america	SUPERPAC
Cuban culture bureau of america	SUPERPAC
Danish culture bureau of america	SUPERPAC
Dominican culture bureau of america	SUPERPAC
World's masonic grand lodge	SUPERPAC
World's political scientists association	SUPERPAC
World's richest persons association	SUPERPAC
World billionaires association	SUPERPAC
World lobbyists association	SUPERPAC
World's ministers of education association	SUPERPAC
World's ministers of social affairs association	SUPERPAC
World industries association	SUPERPAC
World's multinational chamber of commerce	SUPERPAC
Georgia celebrities and politicians masonic lodge	SUPERPAC
Utah celebrities and politicians masonic lodge	SUPERPAC
We are fearless and united	SUPERPAC
Globe's wealthiest person josh larose endorsed gubernatorial candidates committee	SUPERPAC
Globe's wealthiest person josh larose music stars committee	SUPERPAC
World's richest person josue larose investment companies committee	SUPERPAC
World's richest person josue larose hedge fund companies committee	SUPERPAC
World's richest person josue larose motorcycle dealerships committee	SUPERPAC
World's richest person josue larose charter schools committee	SUPERPAC
World's richest person josue larose car rental companies committee	SUPERPAC
World's richest person josue larose air charter companies committee	SUPERPAC
World's richest person josue larose pharmaceutical companies committee	SUPERPAC
Floridians for a good economy	SUPERPAC
Universe's greatest billionaire joshua larose wealth management companies committee	SUPERPAC
Universe's greatest billionaire joshua larose car dealerships committee	SUPERPAC
Universe's greatest billionaire joshua larose financial planning firms committee	SUPERPAC
Universe's greatest billionaire joshua larose mortgage loan originators committee	SUPERPAC
Universe's greatest billionaire joshua larose beauty salons committee	SUPERPAC
Universe's greatest billionaire joshua larose movie theaters committee	SUPERPAC
This is a 	SUPERPAC
The core	SUPERPAC
